ApplicantName,Callsign,FileNumber,Filing State,Red Light,AppType,Accepted For Filing PN,Class Of Earth Station,SiteID,AntennaID,Quantity,SiteStreet1,SiteStreet2,SiteCity,SiteCounty,Site State,Site Zip Code,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,latitude,longitude,marker-symbol,
Real Presence Radio,E201913,SESREG2018103107318,current,,REG,,FES,KVXR Xmit Site,ANT1      ,1,926 50th Avenue S.,,Moorhead,Clay,MN,56560,46,49,9,96,45,55,46.8191666666667,-96.7652777777778,communications-tower-11,
Rebecca L. White,E201588,SESREG2018101806970,current,,REG,,FES,WRLW - Etzler Drive,ANT1      ,1,725 Etzler Drive,,Salem,Washington,IN,47167,38,36,54.9,86,5,7.9,38.61525,-86.0855277777778,communications-tower-11,
Rebeltec Communications LLC,E191174,SESREG2018100204693,current,,REG,,FES,Site KC,Ant1      ,1,11386 County Road 20.2,,Kit Carson,Cheyenne,CO,,38,46,11.19,102,47,39.23,38.769775,-102.794230555556,communications-tower-11,
"Red Apple Media, Inc.",E190468,SESREG2018091004161,current,,REG,,FES,1,WABCDISH  ,1,272 Route 17 S,(WABC Transmitter),Lodi,Bergen,NJ,7644,40,52,47,74,4,8,40.8797222222222,-74.0688888888889,communications-tower-11,
"Red Beacon Communications, LLC",E200338,SESREG2018101405640,current,,REG,,FES,Site 1 KNEN,ANT 1     ,1,214 North 7th St.,Suite 1,Norfork,Pierce,NE,68701,42,2,4.6,97,24,57.6,42.0346111111111,-97.416,communications-tower-11,
Red Peach LLC,E180124,SESREG2018043000422,current,,REG,,FES,1,1,1,500 NORTH MONROE ST,,Ruston,Lincoln,LA,71270,32,31,57.6,92,38,25.4,32.5326666666667,-92.6403888888889,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,1,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,2,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,3,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,4,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,5,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,6,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,7,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"RED RIVER BROADCAST CO., LLC",E190919,SESREG2018092504552,current,,REG,,FES,KVRR Studio,8,1,4015 9th Avenue S,4015 9th Avenue S,Fargo,Cass,ND,58103,46,52,3,96,56,7,46.8675,-96.9352777777778,communications-tower-11,
"Red River Radio, Inc.",E180807,SESREG2018061101416,current,,REG,,FES,1,RRR-1     ,1,509 N. 2nd Street STE B,,Heber Springs,CLEBURNE,AR,72543,35,29,46,92,1,45.3,35.4961111111111,-92.02925,communications-tower-11,
Red Wolf Broadcasting,E201557,SESREG2018101706942,current,,REG,,FES,Ledyard,Ant 2     ,1,758 Colonel Ledyard Hwy,,Ledyard,New London,CT,6339,41,26,40.8,72,1,2.4,41.4446666666667,-72.0173333333333,communications-tower-11,
Red Wolf Broadcasting,E201558,SESREG2018101706943,current,,REG,,FES,Bloomfield,Ant 1     ,1,869 Blue Hills Ave.,,Bloomfield,Hartford,CT,6002,41,48,47.3,72,41,42.6,41.8131388888889,-72.6951666666667,communications-tower-11,
RED-C Apostolate: Religious Education for the Dome,E190384,SESREG2018091804079,current,,REG,,FES,1,EWTN Dish ,1,1202 Pilgrim Ln.,(KYAR Dishes),Lorena,McClennan,TX,76655,31,24,47,97,12,41,31.4130555555556,-97.2113888888889,communications-tower-11,
RED-C Apostolate: Religious Education for the Dome,E190384,SESREG2018091804079,current,,REG,,FES,1,RR Dish   ,1,1202 Pilgrim Ln.,(KYAR Dishes),Lorena,McClennan,TX,76655,31,24,47,97,12,41,31.4130555555556,-97.2113888888889,communications-tower-11,
RED-C Apostolate: Religious Education for the Dome,E190387,SESREG2018091804081,current,,REG,,FES,1,EWTN Dish ,1,13710 Gopher Ln.,(KEDC Dishes),Hearne,Robertson,TX,77859,30,46,13.1,96,32,34.4,30.7703055555556,-96.5428888888889,communications-tower-11,
RED-C Apostolate: Religious Education for the Dome,E190387,SESREG2018091804081,current,,REG,,FES,1,RR Dish   ,1,13710 Gopher Ln.,(KEDC Dishes),Hearne,Robertson,TX,77859,30,46,13.1,96,32,34.4,30.7703055555556,-96.5428888888889,communications-tower-11,
"Redeemer Broadcasting, Inc.",E180925,SESREG2018061901564,current,,REG,,FES,1,TBD       ,1,60 Butternut Knolls,(RBI STUDIO),West Shokan,USA,NY,12494,41,56,12.88,74,15,2.08,41.9369111111111,-74.2505777777778,communications-tower-11,
Redwood Empire Stereocasters,E181653,SESREG2018071802545,current,,REG,,FES,1,1,1,3392 Mendocino Ave.,,Santa Rosa,Sonoma,CA,95403,38,28,18.6,122,43,24.9,38.4718333333333,-122.723583333333,communications-tower-11,
Redwood Television Partners LLC,E200254,SESREG2018101205550,current,,REG,,FES,KIEM Studio,Dish #5   ,9,5650 South Broadway St,,Eureka,Humboldt,CA,95503,40,44,31.6,124,12,0.4,40.7421111111111,-124.200111111111,communications-tower-11,
Redwood Tv Improvement Corporation,E190962,SESREG2018092704595,current,,REG,,FES,Morton,Redwood   ,4,700 Monument Drive,,Morton,Renville,MN,56270,44,32,58.9,94,58,1,44.5496944444444,-94.9669444444445,communications-tower-11,
Reedsburg Utility Commission,E200209,SESREG2018101205504,current,,REG,,FES,1,1,9,501 Utility Ct,,Reedsburg,Sauk,WI,53959,43,31,38.2,89,58,32.2,43.5272777777778,-89.9756111111111,communications-tower-11,
ReelzChannel LLC,E201867,SESREG2018103007273,current,,REG,,FES,Albuquerque Studios,DH 4.5    ,1,5650 University BLv. SE,,Albuquerque,Bernalillo County,NM,87106,34,59,20.07,106,36,45.9,34.9889083333333,-106.61275,communications-tower-11,
Regents of New Mexico State  University,E030287,SESRWL2018081302228,current,,RWL,,FES,1,1,1,"MCFIE CIRCLE, MILTON HALL #121(KRWG-FM)",,LAS CRUCES,DONA ANA,NM,88003,32,16,25.4,106,44,38,32.2737222222222,-106.743888888889,communications-tower-11,
Regents of the University of California,E000263,SESRWL2010051000573,current,,RWL,,FES,1,1,1,UCSD CENTRAL UTILITIES BUILDING,,SAN DIEGO,SAN DIEGO,CA,92093,32,52,28.2,117,14,21.1,32.8745,-117.239194444444,communications-tower-11,
Regents of the University of New Mexico&BoardEduca,E180430,SESREG2018051600844,current,,REG,,FES,1,3.7M.     ,1,1130 University blvd. NE,(KNME-TV),Albuqueruqe,Bernalillon,NM,87102,35,5,1.1,106,39,7,35.0836388888889,-106.651944444444,communications-tower-11,
Regional Educational Television Network / RETN,E201470,SESREG2018101706851,current,,REG,,FES,RETN rooftop,RETN      ,3,"208 Flynn Ave, Suite 2K",,Burlington,Chittenden,VT,5401,44,27,22,73,13,5,44.4561111111111,-73.2180555555556,communications-tower-11,
"Regional Radio Group, LLC",E201026,SESREG2018101606370,current,,REG,,FES,Queensbury,3 M       ,1,238 Bay Road,,Queensbury,Warren,NY,12804,43,19,31.97,73,39,5.18,43.3255472222222,-73.6514388888889,communications-tower-11,
"REISING RADIO PARTNERS, INC.",E180401,SESREG2018051500797,current,,REG,,FES,1,1,1,825 Washington St,,Columbus,Bartholomew,IN,47201,39,12,26.54,85,55,14.55,39.2073722222222,-85.9207083333333,communications-tower-11,
"Relevant Media, Inc.",E191258,SESREG2018100204886,current,,REG,,FES,C Band Dish Location,Pat3.8    ,1,PO Box 1669,,Yuma,Yuma,AZ,85366,32,41,33.87,114,36,50.59,32.6927416666667,-114.614052777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,1,1,1,2766 N Santa Fe Avenue,,Oceanside,San Diego,CA,92056,33,14,1.3,117,16,11.9,33.2336944444444,-117.269972222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,3,3,1,1700 North Alvarado Street,,Los Angeles,Los Angeles,CA,90026,34,5,8,118,15,29.5,34.0855555555556,-118.258194444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,4,4,1,28180 Avenue 15,,Madera,Madera,CA,93638,36,57,59.6,120,2,8.9,36.9665555555556,-120.035805555556,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,5,5,1,8403B Clean Water Way,,Reno,Washoe,NV,89431,39,30,47.1,119,42,51.2,39.5130833333333,-119.714222222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,6,6,1,1900 Carmen Street,,Guadalupe,Maricopa,AZ,85283,33,21,39,111,58,4.9,33.3608333333333,-111.968027777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,7,7,1,6211 West 2100,,South Salt Lake City,Salt Lake,UT,84128,40,43,13.4,112,2,29.2,40.7203888888889,-112.041444444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,8,8,1,"7304 Daffan Lane, Austin",,Austin,Travis,TX,78724,30,19,14.6,97,37,25.9,30.3207222222222,-97.6238611111111,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,9,9,1,15279 Handford-Armona Road,,Lemoore,Kings,CA,93245,36,18,47.3,119,43,55.6,36.3131388888889,-119.732111111111,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,10,10,1,501 Bay Street,,Eureka,Humboldt,CA,95501,40,48,10.8,124,8,21.9,40.803,-124.139416666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,11,11,1,14600 Claribel Road,,Waterford,Stanislaus,CA,95386,37,42,34.3,120,43,33.3,37.7095277777778,-120.725916666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,12,12,1,9840 S. Rainbow Blvd,,Enterprise,Clark,NV,89139,36,0,40.6,115,14,31.8,36.0112777777778,-115.242166666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,13,13,1,1 Radio Hill Road,,Quincy,Plumas,CA,95971,39,56,24.7,120,55,42.5,39.9401944444444,-120.928472222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,14,14,1,307 Los Ranchos Road NW,,Albuquerque,Bernalillo,NM,87107,35,10,13,106,37,52.1,35.1702777777778,-106.631138888889,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,15,15,1,#1 Bayview Park Road,,San Francisco,San Francisco,CA,94124,37,42,58.3,122,23,40.8,37.7161944444444,-122.394666666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,16,16,1,5051 Le Gray Road,,Arvin,Kern,CA,93203,35,1,25.7,118,55,12.6,35.0238055555556,-118.920166666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,17,17,1,8743 Mid Lake Rd,,Woodruff,Oneida,WI,54568,45,51,17.5,89,39,6.4,45.8548611111111,-89.6517777777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,18,18,1,3256 Penryn Road,,Loomis,Placer,CA,95650,38,49,50.4,121,10,14.6,38.8306666666667,-121.170722222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,19,19,1,2280 East Weber Street,,Stockton,San Joaquin,CA,95205,37,57,34.3,121,15,33.1,37.9595277777778,-121.259194444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,20,20,1,"Mount Powell, Bldg 1",,Thoreau,Mckinley,NM,87323,35,28,6.7,108,14,26.4,35.4685277777778,-108.240666666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,21,21A       ,1,"1496 Bellevue St, Suite 202",,Green Bay,Brown,WI,54311,44,28,27.4,88,0,4.1,44.4742777777778,-88.0011388888889,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,21,21B       ,1,"1496 Bellevue St, Suite 202",,Green Bay,Brown,WI,54311,44,28,27.4,88,0,4.1,44.4742777777778,-88.0011388888889,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,22,22,1,2401 A Street,,West Sacramento,Sacramento,CA,95816,38,35,17.4,121,28,9.6,38.5881666666667,-121.469333333333,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,23,23,1,Six Mile Hill Radio Site,,Roswell,Chaves,NM,88201,33,23,36.4,104,37,28.1,33.3934444444444,-104.624472222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,24,24,1,Hwy 70 @ Portales City Water Tank,,Portales,Roosevelt,NM,88130,34,13,23.2,103,17,7.9,34.2231111111111,-103.285527777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,25,25,1,1074 SR 245,,Clovis,Curry,NM,88101,34,26,19.8,103,12,39.7,34.4388333333333,-103.211027777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,26,26,1,1311 Old Stage Road,,Salinas,Monterey,CA,93908,36,39,40.5,121,32,34.1,36.66125,-121.542805555556,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,27,27,1,12801 Curcie Road,,Naples,Lee,FL,34114,25,59,28.3,81,37,27.1,25.9911944444444,-81.6241944444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,28,28,1,Comanche Hill Swy Nev,,Tucumcari,Quay,NM,88401,35,8,23.3,103,44,45.6,35.1398055555556,-103.746,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,29,29,1,353 Chapman Road,,Presque Isle,Aroostook,ME,4769,46,39,14.4,68,2,58.9,46.654,-68.0496944444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,30,30,1,N2349 WIBU Road,,Poynette,Columbia,WI,53955,43,21,39.2,89,24,11.2,43.3608888888889,-89.4031111111111,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,31,31,1,6526 Dumont Ave,,Orlando,Orange,FL,32809,28,28,0.7,81,22,27.7,28.4668611111111,-81.3743611111111,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,32,32,1,24175 SE Hwy 450,,Umatilla,Marion,FL,32784,28,58,32.1,81,45,11.8,28.9755833333333,-81.7532777777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,33,33,1,1765 Block Road,,Kaukauna,Outagamie,WI,54130,44,14,55,88,17,57.1,44.2486111111111,-88.2991944444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,34,34,1,1819 Mitchell Ave,,Eau Claire,Eau Claire,WI,54701,44,46,37.8,91,28,28.9,44.7771666666667,-91.4746944444445,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,35,35,1,7800 Immanuel Road,,Yorkville,Kendall,IL,60560,41,36,22.5,88,27,13.8,41.60625,-88.4538333333333,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,36,36,1,5050 Highway 13 W,,Savage,Scott,MN,55378,44,46,58.6,93,20,35,44.7829444444445,-93.3430555555556,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,37,37,1,"7575 Golden Valley Road, Suite 310",,Golden Valley,Hennepin,MN,55427,44,59,9,93,22,35.3,44.9858333333333,-93.3764722222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,38,38,1,1599 E Hickman Road,,Nicholasville,Jessamine,KY,40356,37,54,26.4,84,28,40.2,37.9073333333333,-84.4778333333333,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,39,39,1,W7367 County Road ZN,,Onalaska,La Crosse,WI,54650,43,55,26,91,16,13.7,43.9238888888889,-91.2704722222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,40,40,1,2835 Hanson St,,Fort Myers,Collier,FL,33916,26,37,23.7,81,51,16.3,26.62325,-81.8545277777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,41,41,1,1396 Broad Street,,Clifton,Passaic,NJ,7013,40,50,57.5,74,10,55.9,40.8493055555556,-74.1821944444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,42,42,1,1500 S Western Ave,,Chicago,Cook,IL,60608,41,51,38.7,87,41,12.1,41.86075,-87.6866944444445,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,43,43,1,14200 S Muskegon Ave,,Burnham,Cook,IL,60633,41,38,11.8,87,33,10.6,41.6366111111111,-87.5529444444444,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,44,44,1,1358 Alpine Drive,,Rome,Adams,WI,54457,44,13,22.8,89,49,46.7,44.223,-89.8296388888889,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,45,45,1,W223 N3251 Shady Lane,,Pewaukee,Waukesha,WI,53072,43,4,37.2,88,11,29.3,43.077,-88.1914722222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,46,46,1,100 John St,,Cumberland,Providence,RI,2864,41,54,21.2,71,23,56.3,41.9058888888889,-71.3989722222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,47,47,1,60 Country Club Road,,Boothbay,Lincoln,ME,4537,43,52,45.3,69,37,33,43.87925,-69.6258333333333,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,48,48,1,Skyline Drive,,Wanaque,Bergen,NJ,7465,41,3,28.3,74,14,59,41.0578611111111,-74.2497222222222,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,49,49,1,5000 Chase St,,Gary,Lake,IN,46408,41,31,40.7,87,22,34.2,41.5279722222222,-87.3761666666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,50,50,1,369 N Pemberton Rd,,Pemberton,Burlington,NJ,8068,39,59,49.7,74,43,14.9,39.9971388888889,-74.7208055555556,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,51,51,1,3910 N Lakeland Road,,Saukville,Ozaukee,WI,53080,43,25,11.8,87,59,38.7,43.4199444444444,-87.9940833333333,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,52,52,1,282 Foss Hill Road,,Garland,Penobscot,ME,4939,45,3,24.1,69,11,26.8,45.0566944444444,-69.1907777777778,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,53,53,1,18 Eagles Nest Rd,,Gray,Cumberland,ME,4039,43,51,6.1,70,19,38.7,43.8516944444445,-70.3274166666667,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,54,54,1,E4165 Eau Claire River Road,,Aniwa,Marathon,WI,54408,44,59,50,89,22,7.5,44.9972222222222,-89.36875,communications-tower-11,
"Relevant Radio, Inc.",E201979,SESREG2018101706699,current,,REG,,FES,55,55,1,329 Ingraham Mountain Road,,Augusta,Kennebec,ME,4330,44,21,7,69,39,28.6,44.3519444444445,-69.6579444444445,communications-tower-11,
Renard Communications Corp.,E201519,SESREG2018101706904,current,,REG,,FES,Syracuse Site,3M1       ,1,401 W. Kirkpatrick St.,,Syracuse,Onondaga,NY,13204,43,3,29.9,76,9,58.5,43.0583055555556,-76.16625,communications-tower-11,
Renard Communications Corp.,E201519,SESREG2018101706904,current,,REG,,FES,Syracuse Site,3M2       ,1,401 W. Kirkpatrick St.,,Syracuse,Onondaga,NY,13204,43,3,29.9,76,9,58.5,43.0583055555556,-76.16625,communications-tower-11,
Renard Communications Corp.,E201519,SESREG2018101706904,current,,REG,,FES,Syracuse Site,3M3       ,1,401 W. Kirkpatrick St.,,Syracuse,Onondaga,NY,13204,43,3,29.9,76,9,58.5,43.0583055555556,-76.16625,communications-tower-11,
Renard Communications Corp.,E201519,SESREG2018101706904,current,,REG,,FES,Syracuse Site,4M2       ,1,401 W. Kirkpatrick St.,,Syracuse,Onondaga,NY,13204,43,3,29.9,76,9,58.5,43.0583055555556,-76.16625,communications-tower-11,
Renard Communications Corp.,E201519,SESREG2018101706904,current,,REG,,FES,Syracuse Site,4M3       ,1,401 W. Kirkpatrick St.,,Syracuse,Onondaga,NY,13204,43,3,29.9,76,9,58.5,43.0583055555556,-76.16625,communications-tower-11,
Renard Communications Corp.,E201519,SESREG2018101706904,current,,REG,,FES,Syracuse Site,4M4       ,1,401 W. Kirkpatrick St.,,Syracuse,Onondaga,NY,13204,43,3,29.9,76,9,58.5,43.0583055555556,-76.16625,communications-tower-11,
Renard Communications Corp.,E201519,SESREG2018101706904,current,,REG,,FES,Syracuse Site,5M1       ,1,401 W. Kirkpatrick St.,,Syracuse,Onondaga,NY,13204,43,3,29.9,76,9,58.5,43.0583055555556,-76.16625,communications-tower-11,
Renda Broadcasting Corp. of Nevada,E200919,SESREG2018101606239,current,,REG,,FES,WEJZ/WGNE STUDIO,MAIN DISH ,1,6440 ATLANTIC BOULEVARD,,JACKSONVILE,DUVAL,FL,32211,30,18,44.15,81,3,32.17,30.3122638888889,-81.0589361111111,communications-tower-11,
Renda Broadcasting Corp. of Nevada,E200928,SESREG2018101606253,current,,REG,,FES,WSHH STUDIO,MAIN DISH ,1,900 PARISH STREET,4TH FLOOR,PITTSBURGH,ALLEGHENY,PA,15220,40,25,40.78,80,2,36.85,40.4279944444444,-80.0435694444444,communications-tower-11,
Renda Broadcasting Corp. of Nevada,E200937,SESREG2018101606270,current,,REG,,FES,1,MAIN DISH ,2,10915 K NINE DRIVE,(SWF STUDIO),BONITA SPRINGS,LEE,FL,34135,26,19,32.74,81,46,26.55,26.3257611111111,-81.7740416666667,communications-tower-11,
"Renda Radio, Inc.",E201220,SESREG2018103006603,current,,REG,,FES,PUNX STUDIO,MAIN DISH ,1,904 N MAIN STREET,904 N MAIN STREET,PUNXSUTAWNEY,JEFFERSON,PA,15767,40,57,27.52,79,0,3.21,40.9576444444445,-79.0008916666667,communications-tower-11,
"Reno Media Group, L.P.",E180114,SESREG2018042600402,current,,REG,,FES,3.8,3.8,1,"961 Matley LN, Suite 120",,Reno,Washoe,NV,89502,39,30,58,119,46,53.2,39.5161111111111,-119.781444444444,communications-tower-11,
Reserve Long Distance d/b/a Reserve Telecommunicat,E201636,SESREG2018101707028,current,,REG,,FES,Reserve,SA37      ,1,100 RTC Dr,,Reserve,St. John the Baptist,LA,70084,30,3,57.7,90,33,36.3,30.0660277777778,-90.5600833333333,communications-tower-11,
Reserve Long Distance d/b/a Reserve Telecommunicat,E201636,SESREG2018101707028,current,,REG,,FES,Reserve,SA45      ,8,100 RTC Dr,,Reserve,St. John the Baptist,LA,70084,30,3,57.7,90,33,36.3,30.0660277777778,-90.5600833333333,communications-tower-11,
Resort Broadcasting Company LLC,E201263,SESREG2018102506645,current,,REG,,FES,WGMD,WGMD-1    ,1,31549 DUTTON LANE,,REHOBOTH BEACH,Sussex,DE,19958,38,42,12.71,75,12,0.34,38.7035305555556,-75.2000944444445,communications-tower-11,
Resort Broadcasting Company LLC,E201263,SESREG2018102506645,current,,REG,,FES,WGMD,WGMD-2    ,1,31549 DUTTON LANE,,REHOBOTH BEACH,Sussex,DE,19958,38,42,12.71,75,12,0.34,38.7035305555556,-75.2000944444445,communications-tower-11,
"Resort Television Cable Company, Inc.",E180501,SESREG2018052200926,current,,REG,,FES,1,432,10,410 Airport Road,-432,Hot Springs,Garland,AR,71913,34,29,19.55,93,5,31.27,34.4887638888889,-93.0920194444444,communications-tower-11,
"Resources Management Unlmited, Inc.",E181301,SESREG2018070502097,current,,REG,,FES,1,3.8M.     ,1,802 Calhoun Street,,Chillicothe,Ross,MO,64601,39,47,42.1,93,33,15.2,39.7950277777778,-93.5542222222222,communications-tower-11,
"Results Broadcasting of Iron Mountain, Inc.",E200043,SESREG2018101105337,current,,REG,,FES,1,1,1,212 West J Street,,Iron Mountain,Dickinson,MI,49801,45,48,35.52,88,4,11.14,45.8098666666667,-88.0697611111111,communications-tower-11,
"Results Broadcasting, Inc.",E200112,SESREG2018101105407,current,,REG,,FES,WATK / WACD,1,1,N2237 Hwy 45 S,,Antigo,Langlade,WI,54409,45,6,23.8,89,9,12.42,45.1066111111111,-89.15345,communications-tower-11,
"Results Broadcasting, Inc.",E200131,SESREG2018101105426,current,,REG,,FES,WTCH / WOWN,1,1,1456 E. Green Bay Street,,Shawano,Shawano,WI,54166,44,46,52.6,88,33,59.18,44.7812777777778,-88.5664388888889,communications-tower-11,
"Results Radio of Chico Licensee, LLC",E182010,SESREG2018082303427,current,,REG,,FES,1,1,1,865 Mananita Court,,Chico,USA,CA,95926,39,45,6.9,121,50,35.8,39.7519166666667,-121.843277777778,communications-tower-11,
"Results Radio of Chico Licensee, LLC",E190303,SESREG2018082303996,current,,REG,,FES,1,1,1,1479 Sanborn Rd.,,Yuba City,USA,CA,95993,39,6,20,121,39,22.7,39.1055555555556,-121.656305555556,communications-tower-11,
"Results Radio of Chico Licensee, LLC",E190802,SESREG2018091904461,current,,REG,,FES,1,1,1,1588 Charles Dr.,,Redding,USA,CA,96003,40,38,0.5,122,22,32.3,40.6334722222222,-122.375638888889,communications-tower-11,
"Reynolds Media, Inc",E201283,SESREG2018101706665,current,,REG,,FES,Site 1,Ant1      ,1,400 S. Sycamore St.,,Harrison,USA,AR,72601,36,13,33.1,93,6,16.8,36.2258611111111,-93.1046666666667,communications-tower-11,
